Epoch,Loss,Value
0,recon_loss,8690.8779296875
0,loss,5226.6044921875
0,mi_loss,709.08447265625
0,tc_loss,-695.560791015625
0,dw_kl_loss,65.39790344238281
0,kl_loss,80.43629455566406
0,kl_loss_0,0.7293188571929932
0,kl_loss_1,0.3326273560523987
0,kl_loss_2,0.3062760829925537
0,kl_loss_3,0.8088528513908386
0,kl_loss_4,0.78106689453125
0,kl_loss_5,0.22716356813907623
0,kl_loss_6,1.8993346691131592
0,kl_loss_7,0.7727922201156616
0,kl_loss_8,0.16691163182258606
0,kl_loss_9,0.0862026959657669
0,kl_loss_10,0.5281370878219604
0,kl_loss_11,0.07326452434062958
0,kl_loss_12,0.10143112391233444
0,kl_loss_13,0.45161768794059753
0,kl_loss_14,1.491044044494629
0,kl_loss_15,0.11459732800722122
0,kl_loss_16,0.1562337577342987
0,kl_loss_17,0.3302134871482849
0,kl_loss_18,0.30695560574531555
0,kl_loss_19,0.11004894971847534
0,kl_loss_20,0.2982458174228668
0,kl_loss_21,0.2507554292678833
0,kl_loss_22,0.384020060300827
0,kl_loss_23,0.13515807688236237
0,kl_loss_24,1.1401371955871582
0,kl_loss_25,0.6616119146347046
0,kl_loss_26,1.697387456893921
0,kl_loss_27,0.41315537691116333
0,kl_loss_28,0.19900760054588318
0,kl_loss_29,0.16005803644657135
0,kl_loss_30,0.2855684161186218
0,kl_loss_31,0.6622151136398315
0,kl_loss_32,3.309650421142578
0,kl_loss_33,0.1286965161561966
0,kl_loss_34,0.40515848994255066
0,kl_loss_35,1.1927824020385742
0,kl_loss_36,0.17514744400978088
0,kl_loss_37,0.13813334703445435
0,kl_loss_38,0.15367580950260162
0,kl_loss_39,0.42995306849479675
0,kl_loss_40,0.6989200115203857
0,kl_loss_41,0.5434051156044006
0,kl_loss_42,0.5796315670013428
0,kl_loss_43,0.6501351594924927
0,kl_loss_44,0.25854724645614624
0,kl_loss_45,0.37952494621276855
0,kl_loss_46,0.18785318732261658
0,kl_loss_47,0.41574743390083313
0,kl_loss_48,0.0750083401799202
0,kl_loss_49,0.46120762825012207
0,kl_loss_50,0.4975777268409729
0,kl_loss_51,0.4925287365913391
0,kl_loss_52,0.2392415553331375
0,kl_loss_53,1.3364089727401733
0,kl_loss_54,0.21070581674575806
0,kl_loss_55,0.11583875119686127
0,kl_loss_56,0.21676599979400635
0,kl_loss_57,0.9622265100479126
0,kl_loss_58,1.5792454481124878
0,kl_loss_59,0.577236533164978
0,kl_loss_60,0.07124149054288864
0,kl_loss_61,0.6795447468757629
0,kl_loss_62,0.29964929819107056
0,kl_loss_63,0.2132108509540558
0,kl_loss_64,2.642051935195923
0,kl_loss_65,0.257802277803421
0,kl_loss_66,0.20826518535614014
0,kl_loss_67,0.41510531306266785
0,kl_loss_68,0.5792979001998901
0,kl_loss_69,0.5442920923233032
0,kl_loss_70,1.5837969779968262
0,kl_loss_71,0.9398078918457031
0,kl_loss_72,0.11828435957431793
0,kl_loss_73,0.22018757462501526
0,kl_loss_74,0.5262117385864258
0,kl_loss_75,2.2419090270996094
0,kl_loss_76,3.511725425720215
0,kl_loss_77,1.2487282752990723
0,kl_loss_78,0.1414383053779602
0,kl_loss_79,1.0143654346466064
0,kl_loss_80,0.2796640992164612
0,kl_loss_81,0.9602071046829224
0,kl_loss_82,0.34781962633132935
0,kl_loss_83,0.15673252940177917
0,kl_loss_84,0.8199518918991089
0,kl_loss_85,0.12315601110458374
0,kl_loss_86,0.7362274527549744
0,kl_loss_87,0.13266552984714508
0,kl_loss_88,0.6921349167823792
0,kl_loss_89,1.0501717329025269
0,kl_loss_90,0.4247155487537384
0,kl_loss_91,2.4632444381713867
0,kl_loss_92,0.13024303317070007
0,kl_loss_93,0.6947816610336304
0,kl_loss_94,0.8566774129867554
0,kl_loss_95,1.4844226837158203
0,kl_loss_96,0.188178151845932
0,kl_loss_97,0.27442944049835205
0,kl_loss_98,0.7581759095191956
0,kl_loss_99,0.8333136439323425
0,kl_loss_100,0.36049267649650574
0,kl_loss_101,0.110579714179039
0,kl_loss_102,1.1939669847488403
0,kl_loss_103,0.7355096936225891
0,kl_loss_104,2.459866523742676
0,kl_loss_105,1.4786303043365479
0,kl_loss_106,0.17730672657489777
0,kl_loss_107,1.516767144203186
0,kl_loss_108,0.3810392916202545
0,kl_loss_109,0.2369518280029297
0,kl_loss_110,0.1983192265033722
0,kl_loss_111,0.2604812979698181
0,kl_loss_112,0.48150336742401123
0,kl_loss_113,0.39657947421073914
0,kl_loss_114,0.5931272506713867
0,kl_loss_115,0.4288133978843689
0,kl_loss_116,0.32620787620544434
0,kl_loss_117,0.560265302658081
0,kl_loss_118,1.1092066764831543
0,kl_loss_119,0.1722409576177597
0,kl_loss_120,0.28960633277893066
0,kl_loss_121,0.8258959650993347
0,kl_loss_122,0.2621002793312073
0,kl_loss_123,0.46251949667930603
0,kl_loss_124,0.8639075756072998
0,kl_loss_125,0.408872127532959
0,kl_loss_126,0.5729179382324219
0,kl_loss_127,0.23642458021640778
1,recon_loss,7940.703125
1,loss,4453.62841796875
1,mi_loss,705.9140625
1,tc_loss,-698.8427734375
1,dw_kl_loss,13.2972993850708
1,kl_loss,20.442792892456055
1,kl_loss_0,0.2749197781085968
1,kl_loss_1,0.1181345209479332
1,kl_loss_2,0.12367653101682663
1,kl_loss_3,0.16508418321609497
1,kl_loss_4,0.08469189703464508
1,kl_loss_5,0.0921163558959961
1,kl_loss_6,0.1796247363090515
1,kl_loss_7,0.10155608505010605
1,kl_loss_8,0.19205065071582794
1,kl_loss_9,0.17032477259635925
1,kl_loss_10,0.10428966581821442
1,kl_loss_11,0.1405578851699829
1,kl_loss_12,0.18137359619140625
1,kl_loss_13,0.2818377614021301
1,kl_loss_14,0.4137188196182251
1,kl_loss_15,0.21576404571533203
1,kl_loss_16,0.07604105770587921
1,kl_loss_17,0.09474636614322662
1,kl_loss_18,0.046718619763851166
1,kl_loss_19,0.10779979079961777
1,kl_loss_20,0.1890549659729004
1,kl_loss_21,0.13184106349945068
1,kl_loss_22,0.1204909086227417
1,kl_loss_23,0.1677032709121704
1,kl_loss_24,0.1551741659641266
1,kl_loss_25,0.3194933533668518
1,kl_loss_26,0.27566713094711304
1,kl_loss_27,0.02447056584060192
1,kl_loss_28,0.4679208993911743
1,kl_loss_29,0.10163330286741257
1,kl_loss_30,0.09999237954616547
1,kl_loss_31,0.16286136209964752
1,kl_loss_32,0.08802102506160736
1,kl_loss_33,0.07480084151029587
1,kl_loss_34,0.10943497717380524
1,kl_loss_35,0.12575006484985352
1,kl_loss_36,0.07432881742715836
1,kl_loss_37,0.2263624519109726
1,kl_loss_38,0.15855634212493896
1,kl_loss_39,0.34124666452407837
1,kl_loss_40,0.04406438022851944
1,kl_loss_41,0.37116098403930664
1,kl_loss_42,0.09219038486480713
1,kl_loss_43,0.06959424912929535
1,kl_loss_44,0.18650664389133453
1,kl_loss_45,0.21506120264530182
1,kl_loss_46,0.09702139347791672
1,kl_loss_47,0.10326281934976578
1,kl_loss_48,0.14352108538150787
1,kl_loss_49,0.27340179681777954
1,kl_loss_50,0.07871600985527039
1,kl_loss_51,0.07062418013811111
1,kl_loss_52,0.09061720967292786
1,kl_loss_53,0.2546384930610657
1,kl_loss_54,0.2264186292886734
